Question,Tag
"Pode tirar o parcelamento sem juros e o frete grátis, pq vou pagar de qualquer jeito... blz?",frete
Qual cor q e ?,cor
É qual o valor do prata,pagamento
500?,oferta
Saúde acima de 90?,especificacoes-tecnicas
Me chama para fecharmos CEP 11-99101-5058,contato
Poderia me chamar nó whats? Cep 11988546339 aguardo seu retorno tá ok,contato
Qual o valor do frete expresso para o cep 45.980-000? E qual a porcentagem da bateria do dourado?,frete
Bom dia! Vou finalizar a compra agora entao. Vou querer na cor Rose. obrigada,cor
Aceita os 1200  Você envia,oferta
Saúde da bateria está em quanto?,especificacoes-tecnicas
E usado ?,condicao
Você pega algum celular em troca?,pagamento
Apenas na cor ouro?,cor
Confirmado. Me passa o seu telefone para eu tirar uma divida,contato
aceita pagamento pelo boleto,pagamento
"Ainda tem os aparelhos amigo? Preciso para retirar peças ( display, câmera e etc ) sabe informar se eles ligam? Além desses quais mais possui? Dependendo compro todos",estoque
Me chama n WhatsApp pago avista CEP (11)-(95194-7927) att IGOR?,contato
Oi boa noite ainda tem esse celular?? Na cor rose gold ?? E voce tem iphone 7 plus 32g?,cor
TERIA NA COR PRATA OU CINZA ESPACIAL?,cor
Não tem na cor prata?,cor
Qual cor dispinivel ?,cor
Negocia o valor ?,pagamento
Olá qual é o valor do 6s,pagamento
Oi Boa tarde tenho interesse aceita pagamento mercado livre ??,pagamento
Estou inte no produto!   Pagto avistar,oferta
Podem colocar fotos reais do aparelho que está disponível? Há alguma outra forma de desbloquear sem ser tentando com R-Sim?,fotos
Qual o tamanho da tela .ele  é original ?Acompanha fone de ouvido e carregador original .não tem defeito,especificacoes-tecnicas
o celular é novo? podemos combinar um local publico para pagamento e retirada do produto proximo ao shoping morumbi?,condicao
"Bom dia, tudo bem? Qual a saúde da bateria?",condicao
200 frete incluido consigo e compro imediato,frete
Qual a forma de pagamento? E prazo de entrega para Brasília?,pagamento
Poderia me chamar no whatsapp CEP 1197752-1827,contato
Produto novo? Quanto o frete para boa vista RR?,frete
qual valor do frete pra 09350560?,frete
"Bom dia, qual o valor do frete para o interior de sp Salto/Itu ?",frete
Segue cep 11 98999-1298,contato
poderia me passar um contato? email ou whats?,contato
Consegue um preço melhor? Fecho pagamento agora,pagamento
Já efetuei o pagamento no valor combinado o q faço agora,entrega
Nãopassou o valor de 3.300 não tá incluso o frete,pagamento
Sim no valor de3.300,pagamento
Mande o valor normal,pagamento
Vou tentar passar primeiro em um cartão o valor total caso não passe passo em dois ok,pagamento
Qual a cor disponível,cor
Qual é msm o valor do a parelho msm,pagamento
qual valor do aparelho.?poderia mandar o link,pagamento
É um absurdo esse valor no máximo o valor de um Xr é 5.000 R$,pagamento
Qual o verdadeiro valor ?,pagamento
Só a ultima pergunta que cor é a capinha de brinde kkk,brinde
Aceita 400,oferta
Se eu fizer a compra a compra amanha voce me envia que dia,entrega
Contato do vendedor no CEP na pergunta abaixo,contato
Ainda está disponível? É original?,original
Qual o menor valor ?,pagamento
Esse valor está fora da realidade !!!! O novo está bem mais barato !!!!,pagamento
"Tem ouro nesse cel , nunca vai conseguir vender por esse valor",pagamento
Consegue mexer neste valor,pagamento
Só tem na cor cinza espacial ?,cor
so tem dessa cor ? e o que acompanha original?,cor
Teria na cor silver?,cor
Ainda disponivel ? E qual a cor va tem ?,cor
olá tem na cor red,cor
Que cor é preto ou prata ?,cor
"oi, ainda está disponível?",estoque
tem fone ?,acessorios
como que eu pego o celular,entrega
"Tá funcionando tudo perfeitamente ou não ""fora a leitura do chip",especificacoes-tecnicas
Homologada pela anatel ?,especificacoes-tecnicas
Tem um número pra contato?,contato
Me chama pra finalizarmos a compra CEP 1199385-0674,contato
Se eu fizer o pagamento via mercado pago tu envia na msm hora?,entrega
Passa seu WhatsApp ok obrigado ¿¿,contato
"Olá tudo bem ? estou interessado, me chama no cep 14- 998464-732",contato
e se o aparelho for perdido como faço para bloquear ? sem nota ?,especificacoes-tecnicas
Desbloqueia iPhone 11?,especificacoes-tecnicas
Qual o valor atual ?,pagamento
só tem nessa cor ?,cor
Realizei a compra! Gostaria na cor branca com prata!,cor
Bom dia eu gostaria de saber se tem na cor Preto?,cor
Na cor coral vc tem ? Entrega no sul da Bahia ?,cor
600 avista eu compro hoje,oferta
Está em quanto a porcentagem da saúde da bateria ?,especificacoes-tecnicas
Boa tarde!! Qual seria o tempo se entrega e qual o valor do iphone 11 64 gb branco ?,entrega
olá tem preto?,cor
Voces teriam da cor vermelho ou branca?,cor
"Boa noite! Qual o valor à vista?  Desde já, grata!",pagamento
Vc pode me passar seu email pra mim tranferir o cupom da minha compra por lá,contato
Vamos se comunicar pelo email apenas contato por lá,contato
Boa noite teria um emai para nós falarmos  faço pagamento avista,contato
Me passa telefone contato,contato
so tem essa cor disponivel,cor
Pode me passar seu whatsapp para fecharmos negócio?,contato
Ql o valor por favor?,pagamento
Nesse valor tbem,pagamento
Qual o valor?,pagamento
qual valor mesmo,pagamento
qual o valor ?,pagamento
Oi o valor esta correto,pagamento
O valor é esse mesmo,pagamento
"Bom dia , este produto tem a cor cinza?",cor
Q cor tem?,cor
"Fis a compra ontem  mais o pagamento esta em análise, porque será?",pagamento
Boa noite pode me passar o número do whatsapp para negociar?,contato
"Sou de Arujá , só possui essa forma para contato?",contato
Poderia me chamar no Whats? CEP 11- 98915 - 2649 Att Carlos,contato
Eu só preciso de um cartão,pagamento
tem branco?,cor
"Oi, tudo bem? Você aceita R$ 1.200,00 para pagamento à vista ?",oferta
Olá amigo? Consegue uma peça com bateria boa? Compro hoje mesmo! Envia até que horas ?,especificacoes-tecnicas
Ba tarde me chame para nós falarmos CEP 11-94047-6938 Att Daniel?,contato
1.700 + frete. Não tenho como pagar mais. Só mudar o valor que compro agora.,oferta
1.700 dai mudar o valor que fechamos agora.,oferta
Só tem da cor preta? Tem marcas de uso?,cor
Faz por 2000 com frete grátis e sem juros?,frete
Boa tarde este produto está disponível na cor rosa,cor
Preço a vista?,pagamento
Não liga? Qual o defeito só os parafusos?,especificacoes-tecnicas
Qual o valor do dourado ?,pagamento
Desculpa a pergunta mas porque esse valor ?,pagamento
Qual o valor do aparelho?,pagamento
Tem na cor prata ou dourado?,cor
Boa tarde vou efetuar o pagamento agora . Tem como me manda na cor prata,cor
Vc poderia me chama no privado,contato
Olá  tudo bem  tem na cor vermelha,cor
"So para confirmar, os fones e carregador nao sao originais? Sao similares ?  256 gb?  A vista tem algum desconto?",especificacoes-tecnicas
Confio em vc.,agradecimento
O aparelho apresenta tela ou câmera quebradas?,especificacoes-tecnicas
Gostei. Se fechar por 3500 eu levo,oferta
"***Quero comprar me chamaa carlaindustrial Ä Gmail. Cm  ***Me chama no email amigo carlaindustrial ªg °m ail com\   Cai fora dessa Carla Industrial, é golpe",contato
Quero comprar me chamaa carlaindustrial Ä Gmail. Cm,contato
Me chama no email amigo carlaindustrial ªg °m ail com\,contato
O valor deste celular está por 50 reais ou o post está com o valor errado?,pagamento
Valores Por favor,pagamento
Qual o valor ?,pagamento
Valor?,pagamento
Boa tarde Valor d iPhone,pagamento
ESSE QUE ESTA NO ANUNCIO NO VALOR DE 1.500 E QUAL IPHONE?,pagamento
Tem o iPhone XS?.. e valor,pagamento
qual é o valor do iphone X Por Favor,pagamento
Valor do x?,pagamento
Qual valor do celular Iphone XR?,pagamento
Qual o valor do frete?,pagamento
Valor do 6s,pagamento
Acompanha caixa?,acessorios
Ele é esse das fotos que vocês postaram? A foto dele real... Tem marcas de uso?,fotos
Esta em perfeitas condições? Tem algum arranhão ou descascado?,condicao
Boa tarde vc tem ele na cor prata?,cor
o estoque está disponível ou acabou ? tem a cor rose ou dourado?,cor
Qual cor vc tem disponível,cor
Boa noite qual cor disponível  vcs tem,cor
Pode tá passando seu cntt,contato
Aceita um iPhone XS Max como parte de pagamento,oferta
Em 1x qual o melhor valor?,pagamento
"Boa tarde! Fiquei bastante interessada no produto postado no ML. Tenho interesse! Poderia me contato pelo WhatsApp por gentileza. Prazer Glaucia! (11 nove,sete,seis,zero,cinco,quatro,três,dois,um.)",contato
Têm na cor Ouro Rosa?,cor
Mais rápido possível,agradecimento
isto esta a venda ainda ?,estoque
o frete é grátis?,frete
Ainda está disponível na cor preto ou Prata?,cor
Coloca frete gratis,frete
Tenho  110 no cartão de crédito se vc diminuir o valor eu compro,oferta
Poderia me chamar no Whats? CEP 11- 94627-  3394-  Att gabriel,contato
Poderia me informar seu contato,contato
tem nota fiscal? caixa e todos os acessorios originais? tem marcas de uso? esse valor no cartão tambem? qual a % da bateria?,nf
Olá me chama lá no whatz por favor CEP 11-98759-0991 Att Oliveira,contato
"me chama no Whats Cep 11-992626840 att Jo¿o , Me d¿ prefer¿ncia.",contato
"Olá, boa tarde, gostaria de saber se o pagamento pode ser feito pelo cartão parcelado?",pagamento
não tem outras cores?,cor
Nao tem como 10x300?,oferta
Só tem na cor verde? Roxo não?,cor
Qual é o valor ?,pagamento
tela tem muitas marcas? ja foi aberto? consegue 2800 nesse anuncio? sou do rs tbm,condicao
Só até em 12 Mxm ?,pagamento
Tá fazendo envio para salvador,frete
Só na cor azul ?,cor
Comprar a vista! Pagamento somente via mercado pago. Consegue melhorar o valor? Qual telefone para contato?,pagamento
Qual telefone para contato?,contato
Fecha 2.200? Via motoboy o pagamento pode ser em mãos? Sou de Curitiba,oferta
"Opa, comprei, vem mesmo??",entrega
esta com algum detalhe de uso ?:,condicao
Tu disse que ia fazer por 1.150.,oferta
Bom dia. Este eo melhor valor?,pagamento
Bom dia tem outra cor ? E como esta a vida útil?,cor
Pk estão esses preços o iPhone?,pagamento
Vou ligar no banco porque eles estão travando o pagamento rs acho que é porque tô comprando muita coisa,pagamento
O frete é grátis,frete
"Consegue o valor dele sem juros, em 12x?",pagamento
Carregador e fone e caixa vem junto?,acessorios
Saude da Bateria 100%?,especificacoes-tecnicas
Contem muitas marcas de uso?,condicao
Tem na cor Rosa,cor
Tem como escolher a cor não,cor
Qual menor valor amigo,pagamento
Certo,agradecimento
faz 4000 avista???,oferta
faz 500?,oferta
Aumentou ¿,pagamento
Boa tarde ! Ainda está disponível o rose?,estoque
Aceita LG e3,oferta
"Boa tarde...porque não compensou o meu pagamento de 2.199,00. Paguei no sábado no aplicativo da caixa econômica.",pagamento
Valor final no cartão?,pagamento
3100 no cartão em 12x  Faço o pagamento agora,oferta
Tem quais cores disponíveis?,cor
"Disponível? Valor sem o parcelamento sem juros,no boleto",estoque
"Gostaria na cor preto, vcs tem disponível?",cor
Quero comprar nesse valor sem juros!!,pagamento
Valor,pagamento
Bom dia tem na cor Branca,cor
Boa tarde tudo bem? acabei de fazer a compra e o pagamento  até quantos dias pra vc receber o comprovante?,pagamento
Bom dia! É o modelo 4G (A1723)?,especificacoes-tecnicas
Como é???,especificacoes-tecnicas
O teclado em português?,especificacoes-tecnicas
Tem na cor branca,cor
UE não entendi o valor ???? Quanto tá???? O produto é  original ou réplica????,pagamento
Tem outra cor disponível,cor
tem a possibilidade de me enviar teu contato pra ver mais fotos dele,contato
Tem disponível boa noit,estoque
"Blm dia, consegue baixar alguma coisa no valor ?",pagamento
Ainda tem disponível ? E tem como manda foto do aparelho antes de fazer a compra ?,acessorios
Demora 45 dias pra vc enviar após a compra?,entrega
Ele só foi usado para expor em vitrine? As marcas são muito perceptíveis? Possui garantia?,condicao
Qual e o valor do aparelho?,pagamento
Bom dia esse valor esta correto??,pagamento
Mais tarde entro em contato novamente,contato
Porque nao pode passar whats?,contato
Me passa o whats?,contato
Boa noite qual cor vcs tem disponível?,cor
Olá vem completo? com carregador e fone? E é desbloqueado para qualquer operadora? eu utilizo CLARO,acessorios
Já fiz a compra eu te mandei uma mensagem no zap,contato
Faz 2.600 ?,oferta
"Bom dia ! Vc tem iphone 11 pro 256? Por favor me manda link , qual modelo ? Obrigada",especificacoes-tecnicas
Não tem como passar seu WhatsApp pra conversamos certinho pois tenho medo de golpe,contato
"Queria ver mais fotos da tela com trinco, me envia ?",fotos
És de onde ??não aparece o valor mano,pagamento
Qual é o valor ? Tem algum defeito?? És de onde,pagamento
Consegue menor valor pagando no boleto?,pagamento
"Preciso de um para tirar peças o valor é 300,00?",pagamento
Ainda está disponível? Esse e o menor valor do Iphone?,pagamento
chega em quantos dias?,frete
só o wi fi que n funciona  ? o resto funciona tudo ok ?? ele nunca foi aberto ou ja ? bateria ta boa ?,condicao
Disponível??,estoque
Pra que ? Vamos negociar por aqui mesmo,oferta
Ok então seria mais ou menos quanto de frete ?,frete
Eu sou do RN eu teria q pagar frete pra cá ?,frete
Não confio nos correios todos meus itens que peço vem quebrado não quero arrisca em um produto com valor mais agregado,pagamento
Vc tem whatsapp ???,contato
Qual valor?,pagamento
Esse valor está correto? Não né?,pagamento
É esse valor mesmo ?,pagamento
boa noite o prata tem algum arranhao?,cor
Qual o valor da mercadoria ?,pagamento
Qual valor,pagamento
Qual valor 500 reais ou 5 mil,pagamento
Qual cor disponível (???,cor
Por que esse valor,pagamento
Tem na cor dourada ou branca?,cor
Como faço para efetuar o pagamento? Vc manda algum link?,pagamento
Boa tarde pq q anúncio está com valor de 9 mil e pouco,pagamento
Disponível na cor preta ?,cor
NAo vem carregador original? Era mostruário de vitrine?,acessorios
Qual o menor valor,pagamento
ola tenho hm iphone 8 plus rose aceita em forma de pagamento + oq falta,oferta
"estou interessado, consegue me passar seu contato??",contato
"Entendi.  É pq eu tenho o valor que vc quer no crédito, porém em 2 cartões e o ML não aceita 2 cartões.  Mas tranquilo e obrigado pela atenção. :)",pagamento
"Caso eu escolha a condução excelente, isso influencia no valor ou no anúncio ?",pagamento
possui mais fotos?,fotos
"Dou 300 pelo mercado de envios pq so alagoas interior. Se aceitar faça outro link com o valor ,bom dia",oferta
é o iphone 11 ou o pro max??,especificacoes-tecnicas
"Teria como fazer um anúncio sem taxas, pois irei comprar avista.",oferta
Bom dia ! qual menor valor ??,pagamento
Consegue fazer por 1.080 e qui so tenho esse valor no cartão,oferta
Seu número para contato é qual?,contato
faz 750 para me ajudar no frete amigo moro no pará,oferta
Me passa seu contato? Crtz q irei comprar,contato
ja realizei o pagamento pedir expresso,agradecimento
Tem na cor preta??,cor
Teria telefone para contato ?,contato
Vc tem na cor rosa?,cor
Bom dia Qual o menor valor q conseguiria fazer no iPhone?,pagamento
R$1.700 é o valor do produto?,pagamento
Estou tentando axa mas so tem dourado branco e preto,cor
"Boa noite, como está o estado de conservação do aparelho? Tbm queria saber das cores e a saúde da bateria.",condicao
Se eu recuar o pagamento agora posso retirar,pagamento
Esse é seu menor valor ??,pagamento
O melhor q vc tem vc poderia me mandar fotos no whats,contato
A cor preta possue riscos ou marcas de uso?,cor
Teria como me add no WhatsApp para me mandar mais fotos do preto ??,contato
"Boa noite, tem na cor prata?",cor
E qual o valor dele?,pagamento
Se eu comprá tem como vcs fazer tipo uma nota pra mim ?,nf
"Anota meu WhatsApp. Aí você manda pra mim, pode ser?",contato
CEP:65085-306 VALOR TBM,pagamento
R$ 3.65900 Se continua neste valor vou comprar,oferta
É original ? Pq esta abaixo do valor? ??,original
"Oi bom dia vcs vazam entregar pra Maceió, e quais as cores que vcs tem",entrega
Vem lacrado msm vem nota fiscal??,nf
Que cor tem amigo?,cor
Qual o menor valor?,pagamento
Ok Obrigada,agradecimento
"Moro na zona sul, teria um.lugar mais próximo que vc escolha e mais fotos ?",fotos
Então não tem o red ?,cor
"Amigo. IPhone X 64 GB, com NF caixa e todos acessórios... tela frontal com um trincado na parte superior... o resto perfeito estado.  Quanto paga?",oferta
"Boa noite, esse é o seu melhor preço?",oferta
Boa tarde!! Tentei fazer a compra e nao consegui!! Pois meu cartao so tem 7340! Vc faz esse valor?,oferta
faz por 1000 a vista ?,oferta
faz por 1300????,oferta
"boa tarde. Tem um outro anuncio com as mesmas fotos só que o valor é de 249,00 são dois aparelhos diferentes ou é para desconsiderar o outro anúncio?",oferta
"Vc faz por 1350 certo mas em quantas vezes , queria saber se vcs tem contato se sim queria por gentileza estou mega interessada agradecida?¿",contato
"Oii, ele está em bom estado, o valor é 5.000 msm?",pagamento
Boa tarde amigo! Qual valor desse iPhone 6s?,pagamento
Qual valor ? Pq ai esta 5 mil,pagamento
Consegue chegar em que valor?,pagamento
"A tua foto não é de iPhone 7 Plus, é o iphone 7.  Qual é na verdade???",especificacoes-tecnicas
Nota fiscal,nf
E esse valor mesmo 9.999?,pagamento
Este valor de 9.999 mesmo?,pagamento
Pode entar em contato cmg pfv? Gostaria de estar negociando,contato
Vc me dá o frete para o Rio de Janeiro,frete
"tudo bem, eu so compraria depois de quinta mesmo, vou pagar a vista, qual seria o valor ?",pagamento
qual o valor real do produto?,pagamento
Troca moto G6 play,oferta
Chip tá funcionando normal todas operadora,especificacoes-tecnicas
Qual motivo desse valor?,pagamento
Original é pq desse valor baixo,pagamento
E qual o valor?,pagamento
Tem ainda na cor dourado? Está funcionando normal ?,cor
"Ok, assim que fizer o pagamento te dou um toque aqui.",agradecimento
"Boa noite, se eu fizer o pagamento amanhã , que dia ele chega?? Obrigada",entrega
Tem como baixar um pouco o preço ?,oferta
"Ol¿ amigo, pode me enviar o cod de rastreio por favor ?",entrega
Produto é novo?,condicao
Boa noite! Não dá pra fazer o valor anunciado parcelado sem juros?,pagamento
Vc ainda tem o produto a pronta entrega prateado,estoque
O vou efetuar a compra ok,agradecimento
Tem na cor rose?,cor
qual o valor do produto?,pagamento
Tem endereço? Ou numero pra contato?,contato
"Ah sim, obrigado! Mas existiria a opção de fazer o pagamento pessoalmente ou apenas pelo ml? não sei se vocês trabalham com algum tipo de loja...",pagamento
O pagamento pode ser feito pessoalmente também?,pagamento
"Opa 2300 eu fico, fica 1700 pra trocar a tela",oferta
Qual o valor parcelado?,pagamento
Troca o valor no anúncio pra mim retirar o boleto do anúncio,pagamento
Oii bom dia,agradecimento
Faz a 80 reais? Pq so frete está 40  Está disponivel?,frete
com frete gratis?? o frete esta caro!!!,frete
Pega meu número do WhatsApp e nos conversa pode ser ?,contato
Ainda esta a venda ?,estoque
Beleza? sou de guará faz 900 a vista?,oferta
Aí vem a nota fiscal no papel com o telefone pra mim,nf
"0,,,to entereçada  daria um desconto de 100",oferta
Consegue melhor um pouco o valor eu fico com ele cara,oferta
Qual o nome da loja física e um contato,contato
Boa noite. Sou do RJ também. Aceita parte do pagamento em dinheiro e o restante no cartão?,pagamento
Está disponível o produto??,estoque
Tem como melhorar o valor ? 1x.so no cartão,oferta
"Chefe, tens o 11 Pro na cor verde, de 256gb?",cor
"Bom, se tem opção de cartao eu posso então efetuar os 5mil pelo MP... certa vez comprei um computador aqui no ML dessa forma. Enviei X valor para mercadopago e na hr da compra efetuei o pagamento com esse X valor e o restante apareceu para parcelamento",pagamento
Na cor prata ?,cor
"bom olhei no estoque fala que tem 25,efetuei o pagamento do cartao ,vou esperar liberar  e vou negociar com vc,obrigado pela atencao.",pagamento
Boa noite amigo que cor vc tem iphone,cor
Olá amigo só tem na cor ainda?,cor
Pode me passar o seu whatssap para podermos se fala melhor?,contato
Tem na cor gold? Qual a porcentagem da saúde da bateria?,cor
Tem a Cor Prata Ainda Disponível ?,cor
Ele é da cor do anúncio mesmo né? Prata! Tem algum Detalhe ou está sem detalhe nenhum?,cor
Possui algum defeito?,condicao
so tem a cor azul?,cor
No anúncio diz 12x sem juros e no ato da compra o valor sobe..,pagamento
tem na cor dourado,cor
"Se ele é novo, porque não tem mais a garantia Apple?",garantia
Já mudou o valor??? 1550 ok!,oferta
A cor dourado não teria ?,cor
Está enviando? Se eu comprar hoje consegue postar amanhã?,entrega
"Oi, Boa noite!  Quero confirmar o valor desse frete, é 96,00 mesmo????? Quero comprar esse produto, porém esse frete está totalmente fora.  Triste.",frete
vida utio da bateria.,especificacoes-tecnicas
Ah. O iCloud dele está limpo? O chip  pega e funciona normalmente?,especificacoes-tecnicas
Ele cabe 2 chips,especificacoes-tecnicas
Olá estou interessado em comprar me chama no Whats cep 11-93231-0333,contato
"Nao desvalorizando seu aparelho, mas e q pra mim realmente nao compensa! 1950 e eu pago frete expresso?",frete
"Quanto tempo de uso? Desbloqueado para todas as operadoras no Brasil?Qual a saúde da bateria?Possui marcas de uso ou arranhões?Tem algum problema com cêmera,face ID ou algo de tipo?",especificacoes-tecnicas
Só tem branco,cor
"Bom dia , vocês são loja fisica ? Teria algum número para contato ? Quais outros iphones voces tem disponiveis ?",contato
"Ola, vc tem ainda na cor rosa ?",cor
ainda possui na cor branca?,cor
Ele funciona normal para videos e camera?,especificacoes-tecnicas
Está em que valor?,pagamento
iCloud posso colocar no meu nome ?,especificacoes-tecnicas
"Se vc enviar amanhã mesmo , te faço a compra agora é  só alterar o valor lá",entrega
Esse e o ultimo valor ?,pagamento
vc tem na cor prata,cor
"É tudo original, e o aparelho esta novo?",original
Este aparelho está bim mesmo?,especificacoes-tecnicas
Aguardo contato! Obg,contato
Eu já fiz a compra né você poderia me passa seu contato,contato
Boa tarde! Qual o melhor preco para pagamento a vista? Ainda hj se for o caso! Aguardo obg,pagamento
Boa tarde! Tenho interesse no aparelho. Sou de Curitiba e volto amanhã a tarde pra lá. Gostaria de saber se faz R$ 3.000 pra pagamento à vista. Estou hospedado no Itaim. Edson,oferta
Boa noite. Ontem efetuei o pagamento via boleto. Aqui no site aparece como pendente.,pagamento
Tem a cor cinza espacial,cor
No boleto eu pago quanto??,oferta
Tem desconto para pagamento à vista?,pagamento
Boa noite pode passar um número pra contato,contato
"Okay,qualquer coisa eu entro em contato",contato
Teria na cor dourada?,cor
"7/10 Carcaça, com defeitos nas pontas apenas, 16GB",especificacoes-tecnicas
Como tá a vida útil da bateria? E tipo eu quero dar uma entrada e dividir o q testar no cartão,condicao
Até que dia ficará esse valor,pagamento
Manda O Whats,contato
"Oi, o valor do anúncio é o do Cell??",pagamento
"Fã 2800,00?",oferta
Qual menor valor que consegue ?,pagamento
Como entro em contato com o vendedor?,contato
Eu efetuando o pagamento hoje me envia que dia ?,entrega
Aprovando o pagamento vc conssegue me enviar hoje ainda?,entrega
Boa tarde eu quero um 6 Plus 64 rose qual o valor?,pagamento
boa tarde! qual o valor dos iphone 6 pra revenda?,pagamento
Qual o valor iPhone 6s plus 128 gb?,pagamento
Valor do 7 plus,pagamento
Valor do 7 Plus 32 GB?,pagamento
Valor do Plus 32 GB?,pagamento
"Ola, sou proprietario de uma loja e tenho um giro de 10 a 15 aparelhos por semana. Gostaria de ter acesso a um contato e a lista de preços",contato
Faço a compra mas cai o valor de 1099,pagamento
"Oi amigo , fiquei sabendo que ele não atualiza mais isso procede? Consigo retirar em Mãos ?",entrega
Qual o valor do 6 plus ?,pagamento
Ok já vou encomendar !,agradecimento
Qual vcs Têm Aí No Valor 1200,pagamento
Bom dia qual valor do iPhone  7 Plus,pagamento
Qual o valor do 7 plus?,pagamento
Boa Noite amigo tem ele na cor gold?,cor
esse é o XS max? quanto tempo ficou exposto em vitrine?,especificacoes-tecnicas
Qual a saúde da bateria do celular,especificacoes-tecnicas
Ele está desbloqueado? É só inserir o meu chip?,especificacoes-tecnicas
"Ainda tem o aparelho, possui nota fiscal?",estoque
Faz 580 junto com o frete ?,frete
Si ele ficar na faixa de 580 com frete eu compro,frete
Porque o frete está muito caro,frete
Bom dia! Tem o cinza espacial?,cor
Ola ao queria tirar uma duvida o iphone ja vem desbloqueado,especificacoes-tecnicas
Depois que efetuar a comprar e mandarem a imagem eu posso cancelar ne isso se por acaso vier a desistir?,pagamento
E mil.e noventa e nove e??,pagamento
Boa tarde. Qual a saúde da bateria? E qual cor disponível?,cor
Tem  algum meio de contato,contato
Tem contato,contato
Vc aceite uma parte em dinhoro e pagamento parcelado no boleto?,pagamento
Disponivel na cor Rosé?,cor
Está disponível na cor Rosê?,cor
Boa tarde meu amigo gostaria de saber se só tem essa cor Rose?,cor
Qual cor vc tem disponível??,cor
Eu tenho interesse. Pode me passar o seu whats para conversarmos melhor?,contato
"Olá amigo, tem mais detalhes do produto? Saúde da bateria, detalhes na carcaça, já teve alguma manutenção? Qual?",especificacoes-tecnicas
"Faz ele 900,00 ? Compro agora.",oferta
E posso retirar nos correios hj?,entrega
Atah,agradecimento
Tem o Gold ? Comprando hoje quando vocês enviam ?,cor
Boa tarde  Gostaria de saber se vc aceitam pagamento metade dinheiro e metade cartão?  Obrigada,pagamento
Tem na cor preta ?,cor
"Bom Dia, Vou Ficar Com Ele, Pago em 1x, Chama lá no Games.expressoml ªgm .cm",contato
Aqui na minha opção do ML aparece parcelado no cartão. Posso comprar no cartão?,pagamento
Tem qual cor ? Vem com o fone ?,cor
Vcs tem na cor Preta?,cor
Como está teu estoque hoje. Que cor tem?,cor
Boa tarde!  Vocês possuem na cor preta?,cor
"amigo no anuncio diz iphone 6s e a foto e de um iphone 6, qual esta correto ?",fotos
Poderia chamar no Whatsapp  ? Tenho interesse queria ver foto do aparelho,contato
"Olá, vcs tem na cor branca?",cor
"Parcela sem juros? O valor é pago integralmente pelo Mercado Pago assim que eu confirmar a compra, independente do modo de pagamento.",pagamento
Tem garantia ? Da Apple ?,original
Tem na cor red?,cor
a vista faz desconto?,oferta
Faz 1600 a vista?,oferta
Como faço pra mudar a cor na compra?,cor
Qual cor disponível vc tem ?,cor
o pagamento é feito pelo mercado livre?,pagamento
"meu caro boa noite, você tem na cor branca? ou prata?",cor
Esquece obrigado,agradecimento
Bom dia  A câmera tá tudo ok? Pagamento à vista vc baixa o valor?,oferta
Tem só essa cor disponível?,cor
quanto fica o frete para 62010260?tem garantia?,frete
WhatsApp ?,contato
Tem como realizar o pagamento em dois cartoes de credito?,pagamento
"Olá, teria um nmr ou email para melhor comunicação?",contato
Tem como mandar outras fotos?,fotos
A compra é feita por aqui aí vc entrega ¿ ?,entrega
Como esta s estética,condicao
Tem na cor prata,cor
Tem na cor preto matte?,cor
Tem marcas de uso ? E qual o IOS dle,condicao
tem como fazer esse preço na cor dourada,cor
É só tem na cor rosa,cor
Tem na cor rosa?,cor
queria um red meu caio quebrou displey mais eu ja queria troca de cor meu aqui e preto,cor
qual e cor amigo meu quebrou tudo so a placa que aproveito,cor
Faz 350 + frete grátis?,frete
É de vetrine de exposição ou é usado ?,condicao
"Ok amigo. Gostaria de saber se o aparelho acompanha a caixa e os seus acessórios básicos, pelo menos. Grato.",acessorios
Como faço para cancelar pagamento pendente?,pagamento
"Pago o boleto a vista  , é o 7 plus mesmo ?",especificacoes-tecnicas
Qual a cor dele?,cor
Boa tarde !!! A cor preta do celular q vc diz é o Cinza Espacial né?,cor
faz 2500 sem juros?,oferta
"Boa tarde, esse aparelho ainda está disponível? Ele é da cor ouro rose?",cor
Qual o valor,oferta
eu queria a cor vermelho,cor
Esta fazendo entrega normalmente? Qual cor disponível?,cor
O pagamento pode ser feito com dois cartões de crédito ?,pagamento
vcs tem na cor rose,cor
Outra cor nesse preço?,cor
Qual cor tem disponivel?,cor
QUAL A PORCENTAGEM DA SAUDE DA BATERIA E O QUE ACOMPANHA O PRODUTO?,especificacoes-tecnicas
Boa tsrde ! Tem nota fiscsl ? Tem parcela?,nf
"Boa tarde vou realziar outra compra, gostaria na cor dourado. Obg",cor
Como tu vai ve a foto?,fotos
"Olá, aparelho ainda se encontra no plástico?",condicao
tem NF,nf
É frete gratis,frete
"Me manda seu email que Eu compro, estou interessado",contato
Me manda um email do anúncio eu compro !!!,contato
Conseguiu fazer a vista por 1500 fasso pagamento nesse instante?,oferta
Tem na cor rosa disponível?,cor
Vem com nota fiscal? Tem na cor rosa disponível? Os acessórios são originais?,cor
qual o valor dele com 128 gb ?,pagamento
Qual a saude da bateria do dourado?,especificacoes-tecnicas
Ainda tem? Vem com os acessórios?,acessorios
boa tarde tem na cor RED e tem a caixa original ?,cor
Consigo retirar hj com bcs ?,entrega
"com uma boa entrada, parcela no boleto?",pagamento
